Category,subCategory,Brand,Product,P/D/M,Kosher Symbol,Date Added,Notes,Guideline or Product
Confectionery,Chocolates Chocolate Bars & Blocks,Nestle(S Africa),Peppermint Crisp,D,J,,Products listed below must be ‘Made in Sth Africa’ the hechsher does not need to be printed.,Product
Confectionery,Chocolates Chocolate Bars & Blocks,Nestle(S Africa),Rollo,D,J,,Products listed below must be ‘Made in Sth Africa’ the hechsher does not need to be printed.,Product
Confectionery,Chocolates Chocolate Bars & Blocks,Nestle(S Africa),Tex Bar,D,J,,Products listed below must be ‘Made in Sth Africa’ the hechsher does not need to be printed.,Product
Confectionery,Chocolates Chocolate Bars & Blocks,Sweet William(Aust),Dairy-Free Chocolate Bars–Countdown &Huckleberry,P,KA,,A varietyavailablemust have hechsher.,Product
Confectionery,Chocolates Chocolate Bars & Blocks,Sweet William(Aust),Chocolate Buttons,P,KA,,A varietyavailablemust have hechsher.,Product
Confectionery,Chocolates Chocolate Bars & Blocks,Sweet William(Aust),CookingChoc Chips,P,KA,,A varietyavailablemust have hechsher.,Product
Confectionery,Chocolates Chocolate Bars & Blocks,Sweet William(Aust),Chocolate Spread,P,KA,,A varietyavailablemust have hechsher.,Product
Confectionery,Chocolates Chocolate Bars & Blocks,Sweet William(Aust),Dairy Free Chocolate- no added sugar,P,KA,,A varietyavailablemust have hechsher.,Product
Confectionery,Chocolates Chocolate Bars & Blocks,Sweet William(Aust),Dairy Free Original,P,KA,,A varietyavailablemust have hechsher.,Product
Confectionery,Chocolates Chocolate Bars & Blocks,Sweet William(Aust),Dairy Free White Delight,P,KA,,A varietyavailablemust have hechsher.,Product
Confectionery,Chocolates Chocolate Bars & Blocks,Sweet William(Aust),Not Nuts No-Nut-Bar,P,KA,,A varietyavailablemust have hechsher.,Product
Confectionery,Chocolates Chocolate Bars & Blocks,Sweet William(Aust),RiceCrackle Chocolate,P,KA,,A varietyavailablemust have hechsher.,Product
Confectionery,Chocolates Chocolate Bars & Blocks,Toblerone (Switz),Dark,D,KA,,,Product
Confectionery,Chocolates Chocolate Bars & Blocks,Toblerone (Switz),Fruit & Nut,D,KA,,,Product
Confectionery,Chocolates Chocolate Bars & Blocks,Toblerone (Switz),Milk,D,KA,,,Product
Confectionery,Chocolates Chocolate Bars & Blocks,Toblerone (Switz),Multibag,D,KA,,,Product
Confectionery,Chocolates Chocolate Bars & Blocks,Toblerone (Switz),On & On,D,KA,,,Product
Confectionery,Chocolates Chocolate Bars & Blocks,Toblerone (Switz),One by One,D,KA,,,Product
Confectionery,Chocolates Chocolate Bars & Blocks,Toblerone (Switz),Snowtop,D,KA,,,Product
Confectionery,Chocolates Chocolate Bars & Blocks,Toblerone (Switz),White,D,KA,,,Product
Confectionery,Chocolates Chocolate Bars & Blocks,Whittakers (NZ),KOSHER PARVE250g blocks 50g & 15g slabs 25g santé 50g chunks and 10.5g squares.Dark Ghana (72%)Ghana Peppermint (72%)Dark Cacao (62%)Dark Almond (62%)Dark Block (50%)Rum & Raisin (50%)Dark Peanut Slab (50%),P,KKLA,,ONLY THE FOLLOWING PRODUCTS ARE APPROVED,Product
Confectionery,Chocolates Chocolate Bars & Blocks,Whittakers (NZ),KOSHER DAIRY,D,KKLA,,ONLY THE FOLLOWING PRODUCTS ARE APPROVED,Product
Confectionery,Chocolates Chocolate Bars & Blocks,Whittakers (NZ),250g blocks 50g & 15g slabs 25g santé 50g chunks and 10.5g squares.,D,KKLA,,ONLY THE FOLLOWING PRODUCTS ARE APPROVED,Product
Confectionery,Chocolates Chocolate Bars & Blocks,Whittakers (NZ),Dark Caramel (62%),D,KKLA,,ONLY THE FOLLOWING PRODUCTS ARE APPROVED,Product
Confectionery,Chocolates Chocolate Bars & Blocks,Whittakers (NZ),Creamy milk (33%),D,KKLA,,ONLY THE FOLLOWING PRODUCTS ARE APPROVED,Product
Confectionery,Chocolates Chocolate Bars & Blocks,Whittakers (NZ),Peanut Butter (33%),D,KKLA,,ONLY THE FOLLOWING PRODUCTS ARE APPROVED,Product
Confectionery,Chocolates Chocolate Bars & Blocks,Whittakers (NZ),Macadamia Block (33%),D,KKLA,,ONLY THE FOLLOWING PRODUCTS ARE APPROVED,Product
Confectionery,Chocolates Chocolate Bars & Blocks,Whittakers (NZ),Milk Madagascar (33%),D,KKLA,,ONLY THE FOLLOWING PRODUCTS ARE APPROVED,Product
Confectionery,Chocolates Chocolate Bars & Blocks,Whittakers (NZ),Coconut Block (33%),D,KKLA,,ONLY THE FOLLOWING PRODUCTS ARE APPROVED,Product
Confectionery,Chocolates Chocolate Bars & Blocks,Whittakers (NZ),Hazel Nut (33%),D,KKLA,,ONLY THE FOLLOWING PRODUCTS ARE APPROVED,Product
Confectionery,Chocolates Chocolate Bars & Blocks,Whittakers (NZ),Cashew Nut (33%),D,KKLA,,ONLY THE FOLLOWING PRODUCTS ARE APPROVED,Product
Confectionery,Chocolates Chocolate Bars & Blocks,Whittakers (NZ),Raisins Peanut Slab (33%),D,KKLA,,ONLY THE FOLLOWING PRODUCTS ARE APPROVED,Product
Confectionery,Chocolates Chocolate Bars & Blocks,Whittakers (NZ),Fruit & Nut (33%),D,KKLA,,ONLY THE FOLLOWING PRODUCTS ARE APPROVED,Product
Confectionery,Chocolates Chocolate Bars & Blocks,Whittakers (NZ),Almond Gold (33%),D,KKLA,,ONLY THE FOLLOWING PRODUCTS ARE APPROVED,Product
Confectionery,Chocolates Chocolate Bars & Blocks,Whittakers (NZ),Peanut Block (33%),D,KKLA,,ONLY THE FOLLOWING PRODUCTS ARE APPROVED,Product
Confectionery,Chocolates Chocolate Bars & Blocks,Whittakers (NZ),Milk Caramel (33%),D,KKLA,,ONLY THE FOLLOWING PRODUCTS ARE APPROVED,Product
Confectionery,Chocolates Chocolate Bars & Blocks,Whittakers (NZ),White Chocolate (28%),D,KKLA,,ONLY THE FOLLOWING PRODUCTS ARE APPROVED,Product
Confectionery,Chocolates Chocolate Bars & Blocks,Whittakers (NZ),White Macadamia (28%),D,KKLA,,ONLY THE FOLLOWING PRODUCTS ARE APPROVED,Product
Confectionery,Sweets,,,,,,A range of sweets & halva available at Greys Ave Deli &,Guideline
Confectionery,Sweets,,,,,,Wellington Kosher Co-Op.,Guideline
Confectionery,Sweets,Achva (Israel),Halva–Fruit World,P,OU,,,Product
Confectionery,Sweets,Beacon(S Africa),Butterscotch Rolls,D,J,,,Product
Confectionery,Sweets,Beacon(S Africa),Fizz Pops (lollipops),P,J,,,Product
Confectionery,Sweets,Beacon(S Africa),Fizzers,P,J,,,Product
Confectionery,Sweets,Beacon(S Africa),Fruit Salad Sweets (Boiled lollies),D,J,,,Product
Confectionery,Sweets,Darrell Lea (Aust),Blackcurrant Licorice,P,KA,,,Product
Confectionery,Sweets,Darrell Lea (Aust),Green Apple Soft Licorice,P,KA,,,Product
Confectionery,Sweets,Darrell Lea (Aust),Licorice Twist,P,KA,,,Product
Confectionery,Sweets,Darrell Lea (Aust),Licorice Allsorts – NOT KOSHER,NK,,,,Product
Confectionery,Sweets,Darrell Lea (Aust),Mandarin Licorice,P,KA,,,Product
Confectionery,Sweets,Darrell Lea (Aust),Mango Magic,P,KA,,,Product
Confectionery,Sweets,Darrell Lea (Aust),Original Soft Eating Liquorice,P,KA,,,Product
Confectionery,Sweets,Darrell Lea (Aust),Pineapple Licorice,P,KA,,,Product
Confectionery,Sweets,Darrell Lea (Aust),Red Liquorice Twist,P,KA,,,Product
Confectionery,Sweets,Darrell Lea (Aust),Strawberry Liquorice,P,KA,,,Product
Confectionery,Sweets,Darrell Lea (USA),Liquorice  -must have hechsher,P,OU,,,Product
Confectionery,Sweets,Jelly Bean (USA),The Original Gourmet Jelly Bean–at Nosh,P,OU,,,Product
Confectionery,Sweets,Heard’s (Aust),Barley Sugars,P,KA,,,Product
Confectionery,Sweets,Heard’s (Aust),Butter Menthols,D,KA,,,Product
Confectionery,Sweets,Lieber’s,Jelly Beans –ONLY WITH LOGO OFNitraRav Monsey,P,NKA,,,Product
Confectionery,Sweets,Lieber’s,Marshmallows –ONLY WITH LOGO OFNitraRav Monsey,P,NKA,,,Product
Confectionery,Sweets,Loukoumi (NZ),Turkish Delight –assorted flavours available – at Farros,P,,,,Product
Confectionery,Sweets,Pascall (Aust),NOT KOSHER – All Pascall Products (Aust) are no longer kosher.Kosher Australia update,NK,,,,Product
Confectionery,Sweets,Sweet N’ Low (USA),Pareve SugarFree Candies,P,KK,,,Product
Confectionery,Sweets,Sweet N’ Low (USA),Watermelon,P,KK,,,Product
Confectionery,Sweets,Sweet N’ Low (USA),Butterscotch,P,KK,,,Product
Confectionery,Sweets,Sweet N’ Low (USA),Fruit Flavours,P,KK,,,Product
Confectionery,Sweets,Sweet N’ Low (USA),Summer Fruits,P,KK,,,Product
Confectionery,Sweets,Tic Tac (Aust),Peppermint –Made inAustralia,P,KA,,WARNING:Only these two flavours are Kosher.,Product
Confectionery,Sweets,Tic Tac (Aust),Spearmint –Made inAustralia,P,KA,,WARNING:Only these two flavours are Kosher.,Product
Confectionery,Sweets,Werthers Originals (Germany),Cream Candies- Must be ‘Made in Germany’,D,NKA,,,Product
Confectionery,Sweets,Werthers Originals (Germany),Cream Toffees-Must be ‘Made in Germany’,D,NKA,,,Product
Custard Powder,,,,,,,Custard Powders are available from Greys Ave Deli & Wgtn Kosher Co-Op.,Guideline
Custard Powder,,Birds (UK),Custard Powder –at NWVictPark,P,L,,,Product
Custard Powder,,Birds (UK),Instant Custard Powder,D,L,,,Product
Custard Powder,,Birds (UK),Low Fat Instant Custard Mix,D,L,,,Product
Custard Powder,,Moirs(S Africa),Custard Powder,P,J,,,Product
Custard Powder,,Orgran (Aust),Custard Mix–must have’Kosher Australia’hechsher.,P,KA,,,Product
Dairy Products,Milk Cream & Butter,,,,,,All ordinary plain unflavoured milk or skim milk in cartons or bottles either pasteurised or UHT are acceptable. The ingredient panel should list just milk or skim milk.,Guideline
Dairy Products,Milk Cream & Butter,,,,,,All plain cream & plain butter (salted & unsalted) are acceptable.,Guideline
Dairy Products,Milk Cream & Butter,,,,,,NOT KOSHER – Thickened or Aerosol Creams.NOT KOSHER – Easy-Spread Butter & Dairy Blends except those listed below. ,Guideline
Dairy Products,Milk Cream & Butter,Haddar,Non Dairy Cream– atGreys AveDeli–note:this is pareve,P,AI,,,Product
Dairy Products,Butter Softened,,,,,,All plain butter (salted & unsalted) is acceptable.,Guideline
Dairy Products,Butter Softened,Mainland,Butter Soft,D,NKA,,Label must say –‘Product of NZ,Product
Dairy Products,Butter Softened,Mainland,Butter Soft Less Salt,D,NKA,,Label must say –‘Product of NZ,Product
Dairy Products,Buttermilk,Tararua (NZ),Bakers’ Delight Cultured Buttermilk - NOT KOSHER,NK,,,,Product
Dairy Products,Cheeses,,,,,,A selection of hard & soft cheeses is available at Greys Ave Deli & Wgtn Kosher Co-Op.,Guideline
Dairy Products,Cheeses,Collective Dairy (NZ),Traditional Haloumi –plain only,D,,,,Product
Dairy Products,Cheeses,Collective Dairy (NZ),Creamy Ricotta,D,,,,Product
Dairy Products,Cottage Cheese,Collective Dairy (NZ),Skinny Cottage Cheese,D,,,,Product
Dairy Products,Cottage Cheese,Tararua (NZ),Cottage Cheese,D,,,,Product
Dairy Products,Cottage Cheese,Tararua (NZ),Cottage Cheese – Lite,D,,,,Product
Dairy Products,Cream Cheese,Kraft (Aust),LightPhiladelphiaCream Cheese–250g block form only,D,NKA,,,Product
Dairy Products,Cream Cheese,Kraft (Aust),Philadelphia Cream Cheese-250g block form only,D,NKA,,,Product
Dairy Products,Cream Cheese,Tararua (NZ),Cream CheeseTraditional,D,,,,Product
Dairy Products,Cream Cheese,Tararua (NZ),Cream Cheese – Lite,D,,,,Product
Dairy Products,Margarine,,,,,,Kosher Margarine is available at the Greys Ave Deli & Wgtn Kosher Co-Op.,Guideline
Dairy Products,Sour Cream / Crème Fraiche / Mascarpone,Collective Dairy (NZ),Crème Fraiche,D,,,,Product
Dairy Products,Sour Cream / Crème Fraiche / Mascarpone,Collective Dairy (NZ),Mascarpone,D,,,,Product
Dairy Products,Sour Cream / Crème Fraiche / Mascarpone,Tararua (NZ),Sour CreamLite –only,D,,,,Product
Dairy Products,Sour Cream / Crème Fraiche / Mascarpone,Tararua (NZ),NOTKOSHER: Tararua Regular Sour Cream– contains Gelatine,NK,,,,Product
Dairy Products,Yoghurt,Collective Dairy(NZ),Plain YoghurtONLY,D,,,,Product
Dairy Products,Yoghurt,Collective Dairy(NZ),NOT KOSHER - Fruit Yoghurts,NK,,,,Product
Dairy Products,Yoghurt,Cyclops (NZ),Cyclops Organic Plain YoghurtsCyclops Thick & CreamyCyclops Fit 1% FatCyclops Greek,D,,,,Product
Dairy Products,Yoghurt,Hansells Yogurt (NZ),Lite Natural 140 g,D,KKLA,New 06.13,,Product
Dairy Products,Yoghurt,Hansells Yogurt (NZ),Classic Natural 140g,D,KKLA,New 06.13,,Product
Dairy Products,Yoghurt,Hansells Yogurt (NZ),Lite Greek Style 185g,D,KKLA,New 06.13,,Product
Dairy Products,Yoghurt,Hansells Yogurt (NZ),Thick & Creamy Greek Style 220g,D,KKLA,New 06.13,,Product
Dairy Products,Yoghurt,Hansells Yogurt (NZ),Thick & Creamy Strawberry 220g,D,KKLA,New 06.13,,Product
Dairy Products,Yoghurt,Hansells Yogurt (NZ),Thick & Creamy Vanilla 220g,D,KKLA,New 06.13,,Product
Dairy Products,Yoghurt,Hansells Yogurt (NZ),Lite Apricot 185g,D,KKLA,New 06.13,,Product
Dairy Products,Yoghurt,Hansells Yogurt (NZ),Lite Passionfruit 185g,D,KKLA,New 06.13,,Product
Dairy Products,Yoghurt,Hansells Yogurt (NZ),Lite Strawberry 185g,D,KKLA,New 06.13,,Product
Dairy Products,Yoghurt,Hansells Yogurt (NZ),Lite Vanilla 185g,D,KKLA,New 06.13,,Product
Fish,FISH -  Fresh,,,,,,Fresh fish must be recognizable as being a kosher species.,Guideline
Fish,FISH -  Fresh,,,,,,Jewish law therefore forbids the use of fillets which do not have the scaled skin attached & are not recognisable as being from a kosher species unless a rabbinic supervisor is present or the customer supervises the filleting of such fish. The supervisor should ensure that the knives and boards used are thoroughly clean before cutting commences.,Guideline
Fish,FISH -  Fresh,,,,,,Should there be any doubt as to whether the fillets or cutlets have been cut with a clean knife then the fish must be thoroughly washed in cold water before use.,Guideline
Fish,FISH -  Fresh,Tuna,Tuna: Albacore Bluefin Skipjack (Striped),P,,,Only Species Listed Below Are Kosher.,Product
Fish,FISH -  Fresh,Tuna,Tuna:Striped Yellowfin.,P,,,Only Species Listed Below Are Kosher.,Product
Fish,FISH -  Fresh,Tuna,Tuna: Longtail Northern BluefinSouthern Bluefin,P,,,Only Species Listed Below Are Kosher.,Product
Fish,Fish - Smoked,Prime Foods (NZ),Cold Smoked Salmon SlicesCold Smoked Salmon ShavingsCold Smoked Salmon PiecesCold Smoked Salmon TrimmingsHot Smoked Salmon,P,KKLA,,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,,,,,,No tinned fish can be considered acceptable unless bearing reliable rabbinic endorsement.  Some Halachic authorities do not permit the use of finely cut tinned fish which has no skin and is not recognisable as a kosher species unless packed under continuous rabbinic supervision. ka,Guideline
Fish,Fish -  Tinned / Jars / Paste / Pickled,,,,,,All brands of PLAIN large chunk salmon packed in water or brine with “USA Salmon” or “Canada Salmon” clearly embossed on the can are acceptable & pareve. ka,Guideline
Fish,Fish -  Tinned / Jars / Paste / Pickled,Brunswick(Canada),Sardinesin Hot Peppers,P,OU,,Products must have a hechsher.,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Brunswick(Canada),Sardines in Olive Oil,P,OU,,Products must have a hechsher.,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Brunswick(Canada),Sardines in Soya Oil,P,OU,,Products must have a hechsher.,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Brunswick(Canada),Sardines in Spring Water,P,OU,,Products must have a hechsher.,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Brunswick(Canada),Sardines in Spring Water– No added Salt,P,OU,,Products must have a hechsher.,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Brunswick(Canada),Sardines in Tomato Sauce,P,OU,,Products must have a hechsher.,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Brunswick(Canada),Seafood Snacks Fish Fillets in Lemon & Cracked Pepper,P,OU,,Products must have a hechsher.,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Brunswick(Canada),Seafood Snacks Kippered,P,OU,,Products must have a hechsher.,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Brunswick(Canada),Seafood Snacks Golden Smoked,P,OU,,Products must have a hechsher.,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Brunswick(Canada),Seafood Snacks Fish Fillets in Tomato & Basil,P,OU,,Products must have a hechsher.,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Heinz (Aust) Greenseas,Premium Yellowfin Chunks in Olive Oil blend,P,OU,,Products must have hechsher – beware that hechsher is very small.,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Heinz (Aust) Greenseas,Premium Yellowfin Tuna in Springwater,P,OU,,Products must have hechsher – beware that hechsher is very small.,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Heinz (Aust) Greenseas,Tuna Chunks in Brine,P,OU,,Products must have hechsher – beware that hechsher is very small.,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Heinz (Aust) Greenseas,Tuna Chunks in Spring Water,P,OU,,Products must have hechsher – beware that hechsher is very small.,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Heinz (Aust) Greenseas,TunaChunks in Oil,P,OU,,Products must have hechsher – beware that hechsher is very small.,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Heinz (Aust) Greenseas,Sandwich Tuna Flakes,P,OU,,Products must have hechsher – beware that hechsher is very small.,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Heinz (Aust) Greenseas,Selected Varieties of Tuna in Pouches,P,OU,,Products must have hechsher – beware that hechsher is very small.,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Heinz (Thailand) Greenseas,Chunk Style in Brine,P,OU,,Must have hechsher.,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Heinz (Thailand) Greenseas,Chunk Style Salt Reduced in Brine,P,OU,,Must have hechsher.,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Heinz (Thailand) Greenseas,Chunks in Oil,P,OU,,Must have hechsher.,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Heinz (Thailand) Greenseas,Sandwich Tuna,P,OU,,Must have hechsher.,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Heinz (Thailand) Greenseas,Tuna in Spring Water,P,OU,,Must have hechsher.,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Heinz (Thailand) Greenseas,Tuna in Water,P,OU,,Must have hechsher.,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,John West(USA.Canada),PLAINtinned chunk salmon in water orbrine -‘Product OfCanadaOrUSA’ Only.,P,OU,,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,John West(Thailand),No Drain Tuna in Brine 130g,P,KA,,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,John West(Thailand),No Drain Tuna in Olive Oil 130g,P,KA,,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,John West(Thailand),No Drain Tuna in Springwater 130g,P,KA,,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,John West(Thailand),ChunkStyleTuna OliveOil Blend 185g,P,KA,,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,John West(Thailand),Tuna Chunks in Brine 425g,P,KA,,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,John West(Thailand),Tuna Chunks in Olive Oil 425g,P,KA,,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,John West(Thailand),Tuna Chunks in Springwater 425g,P,KA,,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,John West(Thailand),Tuna Chunks in Springwater 185g,P,KA,,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,John West(Thailand),Tuna Slices in Olive Oil 125g,P,KA,,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,John West(Thailand),Tuna Slices in Springwater 125g,P,KA,,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,John West(Thailand),Tuna Tempter Multipack Olive Oil Blend Flavour 4 x 95g,P,KA,,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,John West(Thailand),Tuna Tempter Multipack Springwater 4 x 95g,P,KA,,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,John West(Thailand),Tuna Tempter Olive Oil (Chunk Style Tuna) 95g,P,KA,,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,John West(Thailand),Tuna Tempter Springwater (Chunk Style Tuna) 95g,P,KA,,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,John West(Thailand),Tuna Tempter Springwater Light Sandwich Style (Flake Style Tuna) 95g,P,KA,,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Pecks (S Af),Anchovette –must have hechsher.,P,J,,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Richter,must have hechsher.,P,,,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Trident -Thailand,Tuna in Oil,P,OU,,,Product
Fish,Fish -  Tinned / Jars / Paste / Pickled,Trident -Thailand,Tuna in Springwater,P,OU,,,Product
Fruit,Fruit -  Fresh,,,,,,Fresh raw fruit is kosher but should always be thoroughly checked for worms & insects.,Guideline
Fruit,Fruit -  Dried,Trident -Thailand,,,,,,Product
Fruit,Fruit -  Dried,Trident -Thailand,,,,,,Product
Fruit,Fruit -  Dried,,,,,,All PLAIN / NO ADDITIVES dates apricots figs and raisins are kosher and do not  requiring hechsher.,Guideline
Fruit,Fruit -  Dried,Trident -Thailand,,,,,,Product
Fruit,Fruit -  Dried,Trident -Thailand,,,,,,Product
Fruit,Fruit -  Dried,Trident -Thailand,,,,,,Product
Fruit,Fruit -  Dried,Trident -Thailand,,,,,,Product
Fruit,Fruit -  Dried,Angas Park (Aust),Apricots,P,NKA,,,Product
Fruit,Fruit -  Dried,Angas Park (Aust),Cranberries –Product ofUSA,P,NKA,,,Product
Fruit,Fruit -  Dried,Angas Park (Aust),Currants –Product ofAustralia,P,NKA,,,Product
Fruit,Fruit -  Dried,Angas Park (Aust),Fruit Salad Retail & Bulk sizes,P,NKA,,,Product
Fruit,Fruit -  Dried,Angas Park (Aust),Organic Raisins,P,NKA,,,Product
Fruit,Fruit -  Dried,Angas Park (Aust),Organic Sultanas,P,NKA,,,Product
Fruit,Fruit -  Dried,Angas Park (Aust),Peaches,P,NKA,,,Product
Fruit,Fruit -  Dried,Angas Park (Aust),Pears,P,NKA,,,Product
Fruit,Fruit -  Dried,Angas Park (Aust),Prunes,P,NKA,,,Product
Fruit,Fruit -  Dried,Angas Park (Aust),Raisins –Flame Seedless Organic Sun Muscat,P,NKA,,,Product
Fruit,Fruit -  Dried,Angas Park (Aust),Apricots – Soft n Juicy–Product of USA,P,NKA,,,Product
Fruit,Fruit -  Dried,Angas Park (Aust),Turkish Apricots – Soft n Juicy,P,NKA,,,Product
Fruit,Fruit -  Dried,Angas Park (Aust),Cranberries – Soft n Juicy,P,NKA,,,Product
Fruit,Fruit -  Dried,Angas Park (Aust),Figs - Soft n Juicy- Product of Turkey,P,NKA,,,Product
Fruit,Fruit -  Dried,Angas Park (Aust),Prunes- Soft n Juicy -Product ofUSA,P,NKA,,,Product
Fruit,Fruit -  Dried,Angas Park (Aust),Sultanas -Product of Australia,P,NKA,,,Product
Fruit,Fruit -  Dried,Angas Park (Aust),Sultanas – Natural Organic,P,NKA,,,Product
Fruit,Fruit -  Dried,Angas Park (Aust),Sun Muscats –‘Product ofAustralia’,P,NKA,,,Product
Fruit,Fruit -  Dried,Angas Park (Aust),FRUIT SNACKS:,P,NKA,,,Product
Fruit,Fruit -  Dried,Angus…,Apricots – 30g,P,NKA,,,Product
Fruit,Fruit -  Dried,Angus…,Fruits – Apricots Raisins,P,NKA,,,Product
Fruit,Fruit -  Dried,Angus…,Premium Fruit & Nut -175g,P,NKA,,,Product
Fruit,Fruit -  Dried,Angus…,Raisins – 30g,P,NKA,,,Product
Fruit,Fruit -  Dried,Brookfarm (Aust),NightcapRangesWalkabout Mix,P,KA,,,Product
Fruit,Fruit -  Dried,Buderim (Aust),Crystallised Ginger- at NW,P,KA,,,Product
Fruit,Fruit -  Dried,Dole (USA),Dates,P,OU,,,Product
Fruit,Fruit -  Dried,Dole (USA),Prunes,P,OU,,,Product
Fruit,Fruit -  Dried,Dole (USA),Raisins,P,OU,,,Product
Fruit,Fruit -  Dried,FigsSnax,Figs,P,OU,,,Product
Fruit,Fruit -  Dried,Newman’s Own,California Raisins (6 pkt) -Huckleberry,P,OU,,,Product
Fruit,Fruit -  Dried,Orchard Harvest,A variety of dried fruit mixes –available at Nosh-must have hechsher,P,KSA,,,Product
Fruit,Fruit -  Dried,Orchard Harvest,Tropical Blend Dried Fruits-must have hechsher,P,KSA,,,Product
Fruit,Fruit -  Dried,Pam’s (NZ),Apricots,P,NKA,,,Product
Fruit,Fruit -  Dried,Sunbeam (Aust),Apricots – Diced Sundried Turkish,P,NKA,,,Product
Fruit,Fruit -  Dried,Sunbeam (Aust),Currants–labelled ‘Product of Australia’ONLY,P,NKA,,,Product
Fruit,Fruit -  Dried,Sunbeam (Aust),Fruit SnacksFruit n Nut AlmondsApple & SultanasApricot & SultanasAustralian SultanasMinipackFruit n Nut OriginalJust Nuts – Natural MixJust Nuts -  Raw CashewsPineapple & SultanasSultanas,P,NKA,,,Product
Fruit,Fruit -  Dried,Sunbeam (Aust),Peaches,P,NKA,,,Product
Fruit,Fruit -  Dried,Sunbeam (Aust),Pears,P,NKA,,,Product
Fruit,Fruit -  Dried,Sunbeam (Aust),Prunespitted,P,NKA,,,Product
Fruit,Fruit -  Dried,Sunbeam (Aust),Raisins-labelled ‘Product of Australia’ or ‘Packed in Australia’ ONLY,P,NKA,,,Product
Fruit,Fruit -  Dried,Sunbeam (Aust),Sultanas–labelled ‘Product of Australia’ ONLY,P,NKA,,,Product
Fruit,Fruit -  Dried,Sunbeam (Aust),Sultana Burst Raspberry Flavour,P,NKA,,,Product
Fruit,Fruit -  Dried,Sunbeam (Aust),Sultana Burst Strawberry Flavour,P,NKA,,,Product
Fruit,Fruit -  Dried,Sun Giant,Pitted Dates,P,OU,,,Product
Fruit,Fruit -  Dried,Sunmaid (USA),Raisins,P,TK,,,Product
Fruit,Fruit -  Dried,Sunview,Red Seedless Raisins,P,SK,,,Product
Fruit,Fruit -  Dried,Sunview,Black Seedless Raisins,P,SK,,,Product
Fruit,Fruit -  Dried,Sunview,NOT KOSHER –Green Seedless Raisins,NK,,,,Product
Fruit,Fruit -  Dried,Sun World (USA),Pitted & Whole Dates,P,OU,,,Product
Fruit,Fruit -  Fresh,,,,,,All fresh raw fruit is kosher but should always be thoroughly checked for worms & insects.,Guideline
Fruit,Fruit -  Frozen,,,,,,All plain frozen fruit (without any additives) are acceptable. ,Guideline
Fruit,Fruit -  Frozen,,,,,,Those fruit which are often found infested still need checking. - London Kosher Food Guide,Guideline
Fruit,Fruit -  Frozen,Sujon (NZ),Blackberries,P,KKLA,,,Product
Fruit,Fruit -  Frozen,Sujon (NZ),Blackberry & Apple,P,KKLA,,,Product
Fruit,Fruit -  Frozen,Sujon (NZ),Blueberries,P,KKLA,,,Product
Fruit,Fruit -  Frozen,Sujon (NZ),Boysenberries,P,KKLA,,,Product
